name,year,price,currency,mileage (km),fuel type,disp (cm3),city,link
Audi A4 1.6,2006.0,20900.0,PLN,101883.0,Benzyna,1595.0,Złotoryja,https://www.otomoto.pl/oferta/audi-a4-1-6-benzyna-101-tys-km-ID6DAz2v.html#8821e7f672
Audi A4 1.6,2005.0,19900.0,PLN,178900.0,Benzyna,1595.0,Solnica,https://www.otomoto.pl/oferta/audi-a4-audi-a4-b7-1-6-102km-sedan-sprowadzony-z-niemiec-oplacona-ID6Dtp4i.html#8821e7f672
Citroën C5 1.6,2010.0,22500.0,PLN,175000.0,Benzyna,1598.0,Rybnik,https://www.otomoto.pl/oferta/citroen-c5-sprzedam-citroen-c5-1-6-thp-exclusive-ID6Dy1RC.html#8821e7f672
Citroën C-Elysée 1.2,2013.0,18600.0,PLN,56000.0,Benzyna,1199.0,Wiskitki,https://www.otomoto.pl/oferta/citroen-c-elyse-citroen-c-elysee-2013-r-peugeot-301-klimatyzacja-polecam-ID6DdM6O.html#8821e7f672
Mercedes-Benz W124 (1984-1993),1991.0,22900.0,PLN,201000.0,Benzyna,2597.0,Warszawa,https://www.otomoto.pl/oferta/mercedes-benz-w124-1984-1993-260-e-z-klimatyzacja-ID6DojVg.html#8821e7f672
Seat Exeo 1.6,2009.0,19900.0,PLN,182300.0,Benzyna,1595.0,Ostrów Mazowiecka,https://www.otomoto.pl/oferta/seat-exeo-1-6-mpi-102kmklimatronicpdctempomatsuperstan-ID6Dq2Ji.html#431421c566
Lexus IS 200,2000.0,17000.0,PLN,196000.0,Benzyna,1988.0,Rzeszów,https://www.otomoto.pl/oferta/lexus-is-lexus-is200-f-sport-ID6DAyQU.html#431421c566
Renault Fluence 1.6,2012.0,23990.0,PLN,90619.0,Benzyna,1598.0,Paniówki,https://www.otomoto.pl/oferta/renault-fluence-renault-fluence-ID6DtQQx.html#431421c566
Honda Accord 2.4,2004.0,16999.0,PLN,299999.0,Benzyna+LPG,2354.0,Banino,https://www.otomoto.pl/oferta/honda-accord-pl-2-4v-tec-lpg-automat-zamiana-zamienie-ID6DuqyQ.html#431421c566
Toyota Avensis 1.8,2008.0,23900.0,PLN,220000.0,Benzyna,1794.0,Węgrów,https://www.otomoto.pl/oferta/toyota-avensis-1-8vvti-129km-soll-xenon-2xpdc-alufelgi-gwarancja-ID6Dy1PU.html#431421c566
Audi A6 3.2,2004.0,21000.0,PLN,197000.0,Benzyna,3123.0,Czaplinek,https://www.otomoto.pl/oferta/audi-a6-audi-a6-c6-nowa-cena-ID6Dy1Pt.html#431421c566
Mercedes-Benz Klasa E 200,2003.0,18900.0,PLN,171000.0,Benzyna,1796.0,Grudziądz,https://www.otomoto.pl/oferta/mercedes-benz-klasa-e-kompresor-163-km-sedan-171-tys-km-tuv-do-2022-roku-gwarancja-ID6Dw1U0.html#431421c566
BMW Seria 5 525i,2001.0,22800.0,PLN,292000.0,Benzyna,2494.0,Łubnice,https://www.otomoto.pl/oferta/bmw-seria-5-525im-individual-bezwypadkowa-oplacona-z-niemiec-ID6DAyKK.html#431421c566
BMW Seria 5 525i,2002.0,20900.0,PLN,242000.0,Benzyna+LPG,2494.0,Grajewo,https://www.otomoto.pl/oferta/bmw-seria-5-e39-525i-ID6DAyHb.html#431421c566
Audi A4 2.0,2006.0,19900.0,PLN,173000.0,Benzyna,1984.0,Tarnowskie Góry,https://www.otomoto.pl/oferta/audi-a4-i-wlasciciel-bezwypadkowy-klimatyzacja-automatyczna-piekny-oplacony-ID6Dy1IO.html#431421c566
Ford Mondeo 2.0,2008.0,20900.0,PLN,287200.0,Benzyna,1999.0,Rypin,https://www.otomoto.pl/oferta/ford-mondeo-mk4-2-0-benzyna-ID6Dy1Il.html#431421c566
BMW Seria 5 520i,2004.0,22900.0,PLN,289474.0,Benzyna+LPG,2171.0,Piastów,https://www.otomoto.pl/oferta/bmw-seria-5-bmw-seria-5-e60-ID6DlYke.html#431421c566
Ford Mondeo 2.0,2008.0,19900.0,PLN,213000.0,Benzyna,1999.0,Włocławek,https://www.otomoto.pl/oferta/ford-mondeo-2-0-benzyna-zarejestrowany-w-polsce-gwarancja-12m-ID6DzbvV.html#431421c566
Mercedes-Benz Klasa E 200,2006.0,16900.0,PLN,211000.0,Benzyna,1796.0,Białystok,https://www.otomoto.pl/oferta/mercedes-benz-klasa-e-ID6DAyA1.html#431421c566
BMW Seria 5 535i,1997.0,23999.0,PLN,289000.0,Benzyna,3498.0,Zawiercie,https://www.otomoto.pl/oferta/bmw-seria-5-3-5i-236ps-shadow-line-xenon-skora-rarytas-wzor-ID6DpsPv.html#431421c566
Toyota Corolla 1.6,2009.0,22200.0,PLN,183250.0,Benzyna,1598.0,Poznań,https://www.otomoto.pl/oferta/toyota-corolla-salonpl-klimatyzacja-lancuch-rozrzadu-serwisowany-4-x-el-szyby-ID6Dzbin.html#431421c566
BMW Seria 7 735i,2000.0,22800.0,PLN,252000.0,Benzyna,3498.0,Ząbkowice Śląskie,https://www.otomoto.pl/oferta/bmw-seria-7-bmw-e38-735i-2000r-ks-serwisowa-od-sierpnia-w-kraju-ID6Dy1Au.html#431421c566
Peugeot 301 1.6,2015.0,18980.0,PLN,180000.0,Benzyna+LPG,1587.0,Poznań,https://www.otomoto.pl/oferta/peugeot-301-peugeot-301-2015-benzyna-lpg-brc-ID6DAynz.html#431421c566
BMW Seria 3,2006.0,21700.0,PLN,93000.0,Benzyna,1995.0,Stargard Szczeciński,https://www.otomoto.pl/oferta/bmw-seria-3-super-stanoplaconygwarancjaklimatyzacjaratyzamiana-ID6DkhJX.html#431421c566
Škoda Octavia 1.6,2010.0,20500.0,PLN,64675.0,Benzyna+LPG,1595.0,Ciechanów,https://www.otomoto.pl/oferta/skoda-octavia-skoda-octavia-niski-przebieg-pierwszy-wlasciciel-garazowana-lpg-ID6Dzb4D.html#431421c566
Audi A3,2005.0,17900.0,PLN,298000.0,Benzyna,1600.0,Olsztyn,https://www.otomoto.pl/oferta/audi-a3-audi-sport-bag-1-6-z-niemiec-klimatronik-5-drzwi-oplacony-ID6D7Cg7.html#431421c566
Mazda 6,2010.0,21900.0,PLN,260000.0,Benzyna,1999.0,Sosnowiec,https://www.otomoto.pl/oferta/mazda-6-2-0-benzyna-155km-bezwypadkowe-serwisowane-ID6DmiLn.html#431421c566
BMW Seria 3 320i,2006.0,18900.0,PLN,200000.0,Benzyna,1995.0,Gniezno,https://www.otomoto.pl/oferta/bmw-seria-3-2-0-150ps-climatronic-alus-szyberdach-serwis-ID6Dr4AF.html#431421c566
Honda Civic,2006.0,18900.0,PLN,185000.0,Benzyna,1800.0,Nowe Miasto nad Pilicą,https://www.otomoto.pl/oferta/honda-civic-salonpl-bezwypadkowy-stan-bardzo-dobry-ID6Dh656.html#431421c566
Mitsubishi Galant,2001.0,19000.0,PLN,232000.0,Benzyna+LPG,2498.0,Starachowice,https://www.otomoto.pl/oferta/mitsubishi-galant-mitsubishi-galant-avance-2001r-od-mm-przeinwestowany-ID6DkMXx.html#431421c566
BMW Seria 3 318i,2007.0,15400.0,PLN,260000.0,Benzyna,1995.0,Rzeszów,https://www.otomoto.pl/oferta/bmw-seria-3-bmw-e90-318i-2-0-benzyna-prywatnie-w-ciaglej-eksploatacji-ID6DAy5o.html#431421c566
Honda City 1.4,2009.0,20800.0,PLN,89000.0,Benzyna,1339.0,Opole,https://www.otomoto.pl/oferta/honda-city-salon-pl-i-wlasciciel-kola-letnie-ID6DAy5H.html#431421c566
Mercedes-Benz Klasa S 320,1998.0,15000.0,PLN,320000.0,Benzyna,3199.0,Żory,https://www.otomoto.pl/oferta/mercedes-benz-klasa-s-mercedes-s320-w220-ID6DxYkl.html#431421c566
Audi A4,2005.0,17600.0,PLN,171654.0,Benzyna,1595.0,Pielgrzymowice,https://www.otomoto.pl/oferta/audi-a4-bardzo-ladne-audi-a4-b7-1-6-benzyna-sedan-bezwypadek-ID6Dy1rO.html#431421c566
BMW Seria 3 320i,2006.0,17700.0,PLN,196000.0,Benzyna,1995.0,Kraków,https://www.otomoto.pl/oferta/bmw-seria-3-xenon-szyberdach-2-0-150km-z-austrii-ID6Dy1rR.html#431421c566
Škoda Octavia,2012.0,22900.0,PLN,191885.0,Benzyna+LPG,1595.0,Rybnik,https://www.otomoto.pl/oferta/skoda-octavia-instalacja-lpg-1-wlasciciel-krajowy-ID6DtdGm.html#431421c566
Mercedes-Benz Klasa E 200,2002.0,18900.0,PLN,225000.0,Benzyna,1796.0,Płońsk,https://www.otomoto.pl/oferta/mercedes-benz-klasa-e-163km-6bieg-super-stan-elegance-gwarancja-zakup-door-to-door-ID6DAy1X.html#431421c566
Opel Vectra 1.8,2008.0,15700.0,PLN,171000.0,Benzyna,1796.0,Poznań,https://www.otomoto.pl/oferta/opel-vectra-opel-vectra-c-1-8-140-km-cosmo-2008-r-sedan-czarny-brazowy-srodek-ID6Ds8jf.html#73abdebd51
Subaru Impreza SW,2000.0,19500.0,PLN,230000.0,Benzyna,1994.0,Lublin,https://www.otomoto.pl/oferta/subaru-impreza-ID6DwSav.html#73abdebd51
Audi A4,2007.0,18900.0,PLN,186500.0,Benzyna,1600.0,Lębork,https://www.otomoto.pl/oferta/audi-a4-1-6-mpi-102km-klimatyzacja-raty-zamiana-gwarancja-ID6DzaB0.html#73abdebd51
Mazda 6 2.0,2008.0,19300.0,PLN,229852.0,Benzyna,1999.0,Siedlce,https://www.otomoto.pl/oferta/mazda-6-mazda-6-2008-r-2-0-l-benzyna-ID6DAxVu.html#73abdebd51
Audi A6,2000.0,17999.0,PLN,260000.0,Benzyna,4200.0,Radom,https://www.otomoto.pl/oferta/audi-a6-4-2-v8-300km-xenon-skora-alu-19-ID6Dy1oQ.html#73abdebd51
BMW Seria 3 320i,2006.0,19900.0,PLN,198000.0,Benzyna,1995.0,Bytom,https://www.otomoto.pl/oferta/bmw-seria-3-ID6DAxPk.html#73abdebd51
Fiat 125p,1987.0,19900.0,PLN,69556.0,Benzyna,1481.0,Piastów,https://www.otomoto.pl/oferta/fiat-125p-fiat-125p-pierwszy-wlasciciel-orginal-ID6Dy1mE.html#73abdebd51
Honda Civic 1.8,2008.0,18900.0,PLN,126564.0,Benzyna,1799.0,Napęków,https://www.otomoto.pl/oferta/honda-civic-honda-civic-viii-1-8-b-lpg-127tys-ID6DAwfL.html#73abdebd51
Audi A4 Avant,2003.0,17900.0,PLN,105000.0,Benzyna,1781.0,Elbląg,https://www.otomoto.pl/oferta/audi-a4-salon-pl-pierwszy-wlasciciel-ID6Dza0l.html#73abdebd51
BMW Seria 5,2004.0,24500.0,PLN,298630.0,Benzyna+LPG,2979.0,Białystok,https://www.otomoto.pl/oferta/bmw-seria-5-perfekcyjne-3-0-benz-lpg-zamiana-ID6Duly3.html#73abdebd51
Volkswagen Jetta 1.4,2010.0,22500.0,PLN,142000.0,Benzyna,1390.0,Dorotowo,https://www.otomoto.pl/oferta/volkswagen-jetta-volkswagen-jetta-1-4-tsi-2010-r-ID6DAxHs.html#73abdebd51
Toyota Corolla 1.6,2008.0,21500.0,PLN,127000.0,Benzyna,1598.0,Lubin,https://www.otomoto.pl/oferta/toyota-corolla-toyota-corolla-ID6Dy1i7.html#73abdebd51
BMW Seria 3,2005.0,18900.0,PLN,210000.0,Benzyna,2000.0,Płońsk,https://www.otomoto.pl/oferta/bmw-seria-3-polecam-150km-6bieg-gwarancja-zakup-door-to-door-ID6Dkhmt.html#73abdebd51
Renault Laguna,2008.0,24900.0,PLN,134000.0,Benzyna,1997.0,Kraków,https://www.otomoto.pl/oferta/renault-laguna-2-0-benz-automat-serw-aso-bogata-wersja-stan-idealny-ID6Dz9Q9.html#73abdebd51
Lexus IS 200,2000.0,16999.0,PLN,162800.0,Benzyna,1988.0,Nowy Sącz,https://www.otomoto.pl/oferta/lexus-is-200-automat-prestige-aso-162-tkm-1-wl-ID6Dv37Y.html#73abdebd51
Mercedes-Benz Klasa C 180,1993.0,16900.0,PLN,99455.0,Benzyna,1799.0,Poręba,https://www.otomoto.pl/oferta/mercedes-benz-klasa-c-swiezo-sprowadzony-piekny-sedan-1-8-benzyna-tylko-99-tys-km-ID6DjhMH.html#73abdebd51
Audi A6,2005.0,22900.0,PLN,214000.0,Benzyna,3123.0,Żory,https://www.otomoto.pl/oferta/audi-a6-stan-bdb-zadbany-automat-quattro-3-2-benz-255km-ID6DuyUC.html#73abdebd51
Mercedes-Benz Klasa C 200,2005.0,18990.0,PLN,202000.0,Benzyna,1796.0,Wrocław,https://www.otomoto.pl/oferta/mercedes-benz-klasa-c-200-perfekcyjny-stan-bixenon-serwis-mercedes-sport-edition-ID6DwhUc.html#73abdebd51
Citroën C5 2.0i,2009.0,22500.0,PLN,194000.0,Benzyna,1997.0,Myszków,https://www.otomoto.pl/oferta/citroen-c5-2-0-benzyna-140km-klimatronik-cz-parkowania-sedan-ID6DAxq1.html#73abdebd51
Polonez Atu,1997.0,15375.0,PLN,109709.0,Benzyna,1598.0,Starogard Gdański,https://www.otomoto.pl/oferta/polonez-atu-sprzedam-polonez-atu-ID6Dz9xL.html#73abdebd51
BMW Seria 3 328Ci,1999.0,22000.0,PLN,10000.0,Benzyna,2793.0,Toruń,https://www.otomoto.pl/oferta/bmw-seria-3-drift-driftowoz-e46-z-v8-m62-tylna-miska-olejowa-n62-do-dokonczenia-ID6DkMux.html#73abdebd51
BMW Seria 3,2006.0,19900.0,PLN,171000.0,Benzyna,2000.0,Płońsk,https://www.otomoto.pl/oferta/bmw-seria-3-super-stan-150km-polecam-6bieg-gwarancja-zakup-door-to-door-ID6DAxhF.html#73abdebd51
Mitsubishi Lancer 1.8,2009.0,23900.0,PLN,119200.0,Benzyna,1798.0,Radziszów,https://www.otomoto.pl/oferta/mitsubishi-lancer-1-8-benzyna-143km-navi-kamera-serwis-stan-bdb-ID6Dz741.html#73abdebd51
Peugeot 301 1.2,2015.0,21900.0,PLN,109000.0,Benzyna,1199.0,Wrocław,https://www.otomoto.pl/oferta/peugeot-301-jak-c-elysee-salon-polska-i-uzytkownik-zadbany-ID6DrT4j.html#73abdebd51
Renault Laguna 2.0,2008.0,18500.0,PLN,145000.0,Benzyna+LPG,1997.0,Skwierzyna,https://www.otomoto.pl/oferta/renault-laguna-sprzedam-ID6DvOR6.html#73abdebd51
Toyota Camry,2007.0,17500.0,PLN,322000.0,Benzyna+LPG,2362.0,Rzeszów,https://www.otomoto.pl/oferta/toyota-camry-toyota-camry-le-ID6DwlIm.html#73abdebd51
Volkswagen Passat 1.6,2009.0,22990.0,PLN,135000.0,Benzyna,1595.0,Stary Dzierzgoń,https://www.otomoto.pl/oferta/volkswagen-passat-1-6-102km-alu-serwis-1-recetop-ID6DkFkP.html#73abdebd51
BMW Seria 3 318i,2006.0,20000.0,PLN,180000.0,Benzyna,1995.0,Rybnik,https://www.otomoto.pl/oferta/bmw-seria-3-bmw-e90-2006r-6-biegow-benzyna-ID6Dy0HX.html#73abdebd51
Suzuki SX4 1.6,2008.0,15499.0,PLN,201230.0,Benzyna,1586.0,Konstancin-Jeziorna,https://www.otomoto.pl/oferta/suzuki-sx4-suzuki-sx4-1-6-ID6Dy0HN.html#73abdebd51
Honda Accord 2.0,2004.0,16900.0,PLN,194659.0,Benzyna,1998.0,Ostrów Mazowiecka,https://www.otomoto.pl/oferta/honda-accord-155km-vtec-navi-pol-skory-ledy-alu-serwis-niemcy-ID6DAvPF.html#73abdebd51
Honda Accord 2.4,2004.0,19500.0,PLN,301754.0,Benzyna+LPG,2354.0,Banino,https://www.otomoto.pl/oferta/honda-accord-honda-accord-2-4-lpg-190-km-ID6Dz73p.html#73abdebd51
Lexus GS,1994.0,24900.0,PLN,226000.0,Benzyna,2997.0,Olkusz,https://www.otomoto.pl/oferta/lexus-gs-3-0-2jz-i-wlasciciel-idealny-serwisowany-ID6DAvyL.html#73abdebd51
Mercedes-Benz W124 (1984-1993),1992.0,19999.0,PLN,179000.0,Benzyna,1997.0,Tarnów,https://www.otomoto.pl/oferta/mercedes-benz-w124-1984-1993-2-0-123ps-klimatronik-zero-rdzy-unikat-stan-kolekcjonersk-179tyskm-ID6DAvjV.html#37172bea0d
BMW Seria 3 320i,2006.0,15500.0,PLN,260000.0,Benzyna,1995.0,Wrocław,https://www.otomoto.pl/oferta/bmw-seria-3-bmw-e90-mpakiet-2-0-benzyna-shadowline-18-manual-150km-zamiana-ID6Dd8na.html#37172bea0d
Ford Mondeo 2.0,2007.0,17000.0,PLN,267000.0,Benzyna,1999.0,Połaniec,https://www.otomoto.pl/oferta/ford-mondeo-ford-mondeo-2-0-benzyna-145-km-ghia-liftback-ID6DAvdF.html#37172bea0d
Audi A4 Avant,2007.0,24900.0,PLN,188000.0,Benzyna,1984.0,Dynów,https://www.otomoto.pl/oferta/audi-a4-2-0i-sedan-lift-manual-stan-idealny-serwis-aso-ID6Dz6of.html#37172bea0d
Saab 9-3 2.0T,2008.0,19800.0,PLN,223000.0,Benzyna,1998.0,Siedlce,https://www.otomoto.pl/oferta/saab-9-3-2-0t-benzyna-175km-skora-ledy-sedan-czarny-ID6Dy0gW.html#37172bea0d
Subaru Legacy 2.0R,2008.0,17500.0,PLN,271500.0,Benzyna,1994.0,Warszawa,https://www.otomoto.pl/oferta/subaru-legacy-subaru-legacy-salon-pl-i-wlasciciel-ID6DvqO9.html#37172bea0d
Saab 9-3 1.8t,2008.0,17900.0,PLN,250000.0,Benzyna+LPG,1998.0,Płock,https://www.otomoto.pl/oferta/saab-9-3-sliczny-vector2-0turbo-gaz-g3kremalu-17-kola-zima-gwarancja-ID6DsqOl.html#37172bea0d
BMW Seria 5 525,1977.0,24900.0,PLN,29000.0,Benzyna,2494.0,Przygodzice,https://www.otomoto.pl/oferta/bmw-seria-5-bmw-e12-525-ID6CTfF7.html#37172bea0d
Lincoln Mark,2001.0,16900.0,PLN,230000.0,Benzyna,4601.0,Janów Lubelski,https://www.otomoto.pl/oferta/lincoln-mark-ID6DrFFP.html#37172bea0d
Jaguar S-Type 4.2,2003.0,22000.0,PLN,308000.0,Benzyna,4196.0,Chełm,https://www.otomoto.pl/oferta/jaguar-s-type-4-2-v8-bezwypadkowy-nawigacja-skora-szyberdach-automat-stan-bdb-ID6DrX4F.html#37172bea0d
Ford Mondeo 2.0,2008.0,21800.0,PLN,232000.0,Benzyna,1999.0,Rawa Mazowiecka,https://www.otomoto.pl/oferta/ford-mondeo-ghia-jasne-skory-nawigacja-kolorowa-park-tronik-ID6DAwDn.html#37172bea0d
Audi A6 2.4,2004.0,19500.0,PLN,264000.0,Benzyna,2393.0,Rejowiec Fabryczny,https://www.otomoto.pl/oferta/audi-a6-audi-a6-c6-2-4-benzyna-zadbany-ID6Dy08u.html#37172bea0d
Honda Legend 3.5,1999.0,18000.0,PLN,375000.0,Benzyna+LPG,3474.0,Piła,https://www.otomoto.pl/oferta/honda-legend-honda-legend-ID6Dsors.html#37172bea0d
Mercedes-Benz Klasa C,2004.0,18490.0,PLN,88000.0,Benzyna,1796.0,Legnica,https://www.otomoto.pl/oferta/mercedes-benz-klasa-c-liftniski-przebieg-88-000kmzarejstrowanydlugie-oplaty1-wlasciciel-ID6DqmXx.html#37172bea0d
Renault Fluence,2011.0,19900.0,PLN,198000.0,Benzyna,1997.0,Płock,https://www.otomoto.pl/oferta/renault-fluence-2-0-16v-140km-nawi-skory-keyless-klima-alu-oplacony-ID6Dy04J.html#37172bea0d
Renault Fluence 2.0,2011.0,22900.0,PLN,209000.0,Benzyna+LPG,1997.0,Dalików,https://www.otomoto.pl/oferta/renault-fluence-bezwypadkowa-super-stan-bogate-wyposazenie-lpg-ID6Dz4ZT.html#37172bea0d
Audi A8,1999.0,21500.0,PLN,230000.0,Benzyna,4200.0,Ruda,https://www.otomoto.pl/oferta/audi-a8-d2-4-2-ID6DoU04.html#37172bea0d
Opel,1980.0,15900.0,PLN,65000.0,Benzyna,1954.0,Kraśnik,https://www.otomoto.pl/oferta/opel-ID6Dt1j0.html#37172bea0d
Mazda 6 1.8,2009.0,23800.0,PLN,138000.0,Benzyna,1798.0,Pierzchów,https://www.otomoto.pl/oferta/mazda-6-100-oryginal-bardzoladna-oplacona-polecam-ID6DuuxW.html#37172bea0d
Audi A8,1999.0,18999.0,PLN,277000.0,Benzyna+LPG,4200.0,Warszawa,https://www.otomoto.pl/oferta/audi-a8-4-2-v8-310km-gaz-lpg-lift-bogata-opcja-serwisowany-warszawa-ID6DqOYt.html#37172bea0d
Volkswagen Passat 1.4,2009.0,19900.0,PLN,115000.0,Benzyna,1390.0,Radzionków,https://www.otomoto.pl/oferta/volkswagen-passat-klimatyzacja-podgrzewane-fotele-czujniki-parkowania-ID6Dz4z7.html#37172bea0d
Škoda Octavia,2004.0,15599.0,PLN,208000.0,Benzyna,1595.0,Niepołomice,https://www.otomoto.pl/oferta/skoda-octavia-skoda-octavia-ii-1-6-mpi-klimatyzacja-isofix-ID6DAuXh.html#37172bea0d
Mercedes-Benz Klasa C 180,2007.0,17900.0,PLN,215000.0,Benzyna,1796.0,Powidz,https://www.otomoto.pl/oferta/mercedes-benz-klasa-c-mercedes-benz-2007r-klasa-c-kompresor-avantgarde-z-niemiec-ID6DAuTi.html#37172bea0d
Honda Accord 2.0,2006.0,18900.0,PLN,242275.0,Benzyna+LPG,1998.0,Olsztyn,https://www.otomoto.pl/oferta/honda-accord-honda-accord-7-2-0vtec-lifting-lpg-ID6DAuJU.html#37172bea0d
Opel Vectra 1.8,2007.0,15999.0,PLN,185000.0,Benzyna,1796.0,Gostyń,https://www.otomoto.pl/oferta/opel-vectra-opel-vectra-1-8-benzyna-klima-alum-serwis-niemcy-ID6DyGVa.html#37172bea0d
Škoda Octavia 1.4,2010.0,19000.0,PLN,158000.0,Benzyna,1390.0,Rumia,https://www.otomoto.pl/oferta/skoda-octavia-1-4-benzyna-ID6Dur7t.html#37172bea0d
Audi A8 3.7,2002.0,16800.0,PLN,276000.0,Benzyna,3697.0,Bytom,https://www.otomoto.pl/oferta/audi-a8-3-7-260-km-quattro-lift-bezwypadkowy-z-niemiec-po-oplatach-celno-skarb-ID6CKub0.html#37172bea0d
Mercedes-Benz Klasa C,2001.0,25000.0,PLN,166500.0,Benzyna,3200.0,Nowy Sącz,https://www.otomoto.pl/oferta/mercedes-benz-klasa-c-320-v6-szwajcaria-aso-166-tys-km-1-wl-ID6DueFY.html#37172bea0d
BMW Seria 3,2004.0,18999.0,PLN,233000.0,Benzyna+LPG,2494.0,Góra,https://www.otomoto.pl/oferta/bmw-seria-3-bmw-seria-3-325i-ID6Dz0um.html#37172bea0d
Mercedes-Benz Klasa S 500,1998.0,18900.0,PLN,250000.0,Benzyna,4966.0,Krotoszyn,https://www.otomoto.pl/oferta/mercedes-benz-klasa-s-mercedes-s-klasa-long-v8-s500-amg-w220-ID6DuMDU.html#37172bea0d
BMW Seria 3 318i,2007.0,19500.0,PLN,108452.0,Benzyna,1995.0,Stępin,https://www.otomoto.pl/oferta/bmw-seria-3-rezerwacja-bmw-320i-143km-xenon-bezwypadkowa-ID6DulPo.html#37172bea0d
BMW Seria 3 318i,2007.0,19500.0,PLN,176411.0,Benzyna,1995.0,Stępin,https://www.otomoto.pl/oferta/bmw-seria-3-318i-129km-xenon-klimatron-pdc-gwarancja-ID6Dx8JP.html#37172bea0d
Mazda 6 2.0,2008.0,23900.0,PLN,147000.0,Benzyna,1999.0,Siedlce,https://www.otomoto.pl/oferta/mazda-6-2-0-benzyna-serwis-grzana-fotele-ID6DAudJ.html#3f6ed8bee3
BMW Seria 5,2004.0,21000.0,PLN,247505.0,Benzyna+LPG,2171.0,Uniejów,https://www.otomoto.pl/oferta/bmw-seria-5-e60-520i-2-2-lpg-prins-tuv-04-2022-prywatne-po-serwisie-ID6DxZtQ.html#3f6ed8bee3
BMW Seria 7 735i,1998.0,16900.0,PLN,340000.0,Benzyna,3498.0,Pyskowice,https://www.otomoto.pl/oferta/bmw-seria-7-3-5-235km-ID6DyriC.html#3f6ed8bee3
BMW Seria 3 318i,2005.0,17500.0,PLN,186696.0,Benzyna,1995.0,Kraków,https://www.otomoto.pl/oferta/bmw-seria-3-bmw-318i-sprowadzone-i-zarejestrowane-w-pl-ID6Dz3R0.html#3f6ed8bee3
Mazda 6 1.8,2010.0,23900.0,PLN,137000.0,Benzyna,1798.0,Sosnowiec,https://www.otomoto.pl/oferta/mazda-6-alu-klimatronic-1-8-benzyna-120km-lift-ID6DxZmK.html#3f6ed8bee3
BMW Seria 3,2006.0,22900.0,PLN,147000.0,Benzyna,1997.0,Gdańsk,https://www.otomoto.pl/oferta/bmw-seria-3-bmw-320si-zadbane-maly-przebieg-ID6DAuhv.html#3f6ed8bee3
Audi A4 2.0,2006.0,19700.0,PLN,222000.0,Benzyna,1984.0,Łódź,https://www.otomoto.pl/oferta/audi-a4-super-stan-przebieg-udokumentowany-brak-rdzy-ID6DAug1.html#3f6ed8bee3
Honda Accord 2.0,2004.0,15500.0,PLN,180000.0,Benzyna,1998.0,Babimost,https://www.otomoto.pl/oferta/honda-accord-xenon-skora-serwis-bezwypadek-ID6Dvqkk.html#3f6ed8bee3
Mercedes-Benz Klasa C 180,2006.0,19900.0,PLN,150000.0,Benzyna,1796.0,Kościno,https://www.otomoto.pl/oferta/mercedes-benz-klasa-c-mercedes-benz-c-180-classic-ID6Dz3Fl.html#3f6ed8bee3
Honda Accord 2.0,2006.0,20900.0,PLN,204000.0,Benzyna+LPG,1998.0,Chmielnik,https://www.otomoto.pl/oferta/honda-accord-lift-beznyna-lpg-skory-navi-dvd-drewno-full-opcja-super-stan-ID6DrPyd.html#3f6ed8bee3
Toyota Corolla 1.6,2008.0,20900.0,PLN,209000.0,Benzyna,1598.0,Warszawa,https://www.otomoto.pl/oferta/toyota-corolla-toyota-corolla-e15-sedan-1-6-benzyna-2-komplety-opon-ID6Ds8Vs.html#3f6ed8bee3
Toyota Avensis 1.8,2006.0,15999.0,PLN,214000.0,Benzyna,1794.0,Koszalin,https://www.otomoto.pl/oferta/toyota-avensis-avensis-ideal-oryginal-sedan-2xklimatronic-tempomat-bezwypad-ks-serw-ID6Dq0WT.html#3f6ed8bee3
Honda Accord,2003.0,19500.0,PLN,305000.0,Benzyna+LPG,2358.0,Kołbiel,https://www.otomoto.pl/oferta/honda-accord-type-s-2-4-ID6DvqRt.html#3f6ed8bee3
BMW Seria 3 318i,2006.0,16900.0,PLN,205958.0,Benzyna,1995.0,Czaple,https://www.otomoto.pl/oferta/bmw-seria-3-ID6DoMuW.html#3f6ed8bee3
Opel Astra 1.6,2009.0,15600.0,PLN,163000.0,Benzyna,1598.0,Świdwin,https://www.otomoto.pl/oferta/opel-astra-sliczny-sedan-bezwypadkowy-1-6-benzyna-stan-bardzo-dobry-ID6DhfDA.html#3f6ed8bee3
Peugeot 407 2.0,2008.0,16400.0,PLN,178000.0,Benzyna,1997.0,Myszków,https://www.otomoto.pl/oferta/peugeot-407-2-0-benzyna-alu-felgi-klimatronik-cz-parkowania-navi-dvd-ID6DAtT7.html#3f6ed8bee3
BMW Seria 5 523i,2000.0,16900.0,PLN,265000.0,Benzyna,2494.0,Radom,https://www.otomoto.pl/oferta/bmw-seria-5-e39-2-5l-ID6DpOZe.html#3f6ed8bee3
Lancia Fulvia,1972.0,15100.0,PLN,56500.0,Benzyna,1298.0,Góra Kalwaria,https://www.otomoto.pl/oferta/lancia-fulvia-odrestaurowana-ID6DwgMA.html#3f6ed8bee3
BMW Seria 3 E90/E91/E92/E93,2006.0,24000.0,PLN,224000.0,Benzyna,3000.0,Żywiec,https://www.otomoto.pl/oferta/bmw-seria-3-e90-330i-manual-m-pakiet-klimatyzja-elektryczne-fotele-ID6DnDoo.html#3f6ed8bee3
